100 4950
8 76 762.368
8 77 740.082
8 78 582.806
8 79 448.723
8 80 641.034
8 81 704.91
8 82 920.348
8 83 271.368
8 84 816.265
8 85 699.557
8 86 585.474
8 87 548.325
8 88 716.418
8 89 743.526
8 90 761.72
8 91 799.854
8 92 125.285
8 93 429.309
8 94 581.481
8 95 872.722
8 96 591.459
8 97 661.558
8 98 591.007
8 99 540.835
8 100 148.978
9 10 896.766
9 11 516.115
9 12 382.767
9 13 128.288
9 14 686.444
9 15 925.987
9 16 379.187
9 17 679.083
9 18 718.799
9 19 199.675
9 20 406.185
9 21 580.67
9 22 552.714
9 23 592.301
9 24 822.705
9 25 954.617
9 26 465.826
9 27 203.566
9 28 957.469
9 29 91.104
9 30 789.699
9 31 236.545
9 32 508.607
9 33 151.381
9 34 556.109
9 35 766.199
9 36 23.385
9 37 590.318
9 38 632.419
9 39 611.771
9 40 698.431
9 41 678.859
9 42 764.855
9 43 290.895
9 44 265.067
9 45 901.576
9 46 517.292
9 47 290.594
9 48 582.333
9 49 691.719
9 50 115.519
9 51 838.784
9 52 125.519
9 53 433.774
9 54 381.632
9 55 758.881
9 56 576.591
9 57 981.112
9 58 382.898
9 59 443.7
9 60 718.118
9 61 482.941
9 62 162.547
9 63 115.262
9 64 422.503
9 65 680.168
9 66 991.837
9 67 995.888
9 68 937.509
9 69 738.738
9 70 502.842
9 71 772.22
9 72 487.088
9 73 356.903
9 74 126.724
9 75 956.302
9 76 354.508
9 77 779.56
9 78 641.915
9 79 558.199
9 80 71.584
9 81 519.916
9 82 811.794
9 83 845.896
9 84 712.002
9 85 169.434
9 86 524.062
9 87 813.102
9 88 690.95
9 89 716.689
9 90 631.826
9 91 748.343
9 92 636.448
9 93 762.919
9 94 695.372
9 95 94.384
9 96 397.966
9 97 436.084
9 98 220.645
9 99 16.316
9 100 126.97
10 11 206.21
10 12 402.83
10 13 869.764
10 14 866.733
10 15 403.648
10 16 761.024
10 17 162.996
10 18 55.869
10 19 31.63
10 20 92.417
10 21 823.118
10 22 299.567
10 23 82.312
10 24 891.775
10 25 165.378
10 26 876.511
10 27 957.339
10 28 314.808
10 29 952.176
10 30 723.512
10 31 579.887
10 32 799.261
10 33 166.557
10 34 122.234
10 35 2.427
10 36 220.276
10 37 868.427
10 38 494.027
10 39 737.968
10 40 123.287
10 41 970.442
10 42 294.846
10 43 561.62
10 44 864.785
10 45 99.621
10 46 393.291
10 47 237.236
10 48 455.605
10 49 152.246
10 50 575.326
10 51 325.773
10 52 700.699
10 53 381.663
10 54 727.509
10 55 101.346
10 56 438.014
10 57 942.391
10 58 726.722
10 59 172.377
10 60 483.872
10 61 370.917
10 62 432.601
10 63 790.247
10 64 465.453
10 65 939.008
10 66 580.255
10 67 71.654
10 68 971.56
10 69 134.105
10 70 969.907
10 71 504.263
10 72 184.911
10 73 208.433
10 74 151.213
10 75 177.259
10 76 623.109
10 77 54.803
10 78 224.291
10 79 680.203
10 80 790.921
10 81 571.912
10 82 524.056
10 83 334.78
10 84 500.86
10 85 727.151
10 86 613.836
10 87 497.459
10 88 932.462
10 89 522.301
10 90 168.313
10 91 980.438
10 92 365.855
10 93 63.342
10 94 975.343
10 95 970.506
10 96 14.055
10 97 515.757
10 98 821.087
10 99 238.388
10 100 779.326
11 12 984.13
11 13 80.636
11 14 857.403
11 15 284.87
11 16 270.852
11 17 404.946
11 18 21.015
11 19 411.401
11 20 931.924
11 21 718.459
11 22 153.089
11 23 947.023
11 24 665.261
11 25 709.033
11 26 728.239
11 27 925.805
11 28 556.094
11 29 413.974
11 30 988.287
11 31 460.869
11 32 652.07
11 33 110.159
11 34 354.212
11 35 491.159
11 36 425.463
11 37 910.466
11 38 540.204
11 39 227.119
11 40 939.072
11 41 253.106
11 42 176.019
11 43 80.076
11 44 117.018
11 45 684.64
11 46 718.629
11 47 907.716
11 48 502.064
11 49 561.923
11 50 664.377
11 51 960.465
11 52 327
11 53 634.919
11 54 674.033
11 55 312.161
11 56 280.156
11 57 938.436
11 58 577.739
11 59 208.235
11 60 365.805
11 61 386.55
11 62 498.471
11 63 901.791
11 64 675.864
11 65 459.737
11 66 62.785
11 67 996.783
11 68 452.295
11 69 795.097
11 70 919.08
11 71 488.494
11 72 455.413
11 73 680.687
11 74 154.935
11 75 503.909
11 76 226.483
11 77 41.745
11 78 406.18
11 79 738.001
11 80 53.831
11 81 531.221
11 82 280.835
11 83 804.302
11 84 237.441
11 85 927.002
11 86 865.774
11 87 865.387
11 88 460.86
11 89 218.043
11 90 152.07
11 91 780.849
11 92 448.601
11 93 989.392
11 94 744.449
11 95 141.377
11 96 738.047
11 97 126.923
11 98 875.85
11 99 813.932
11 100 341.651
12 13 388.162
12 14 727.072
12 15 181.434
12 16 310.246
12 17 314.01
12 18 43.926
12 19 882.929
12 20 7.038
12 21 206.179
12 22 840.295
12 23 257.275
12 24 464.919
12 25 819.715
12 26 235.878
12 27 875.713
12 28 853.066
12 29 357.83
12 30 346.253
12 31 192.954
12 32 51.239
12 33 157.426
12 34 722.219
12 35 876.751
12 36 701.995
12 37 482.524
12 38 847.661
12 39 260.377
12 40 585.782
12 41 215.395
12 42 964.294
12 43 272.407
12 44 285.946
12 45 645.787
12 46 986.321
12 47 86.192
12 48 548.635
12 49 960.449
12 50 911.782
12 51 253.439
12 52 555.398
12 53 439.167
12 54 143.214
12 55 348.89
12 56 883.492
12 57 336.284
12 58 700.595
12 59 707.301
12 60 973.884
12 61 282.933
12 62 737.207
12 63 273.913
12 64 297.555
12 65 762.365
12 66 758.577
12 67 927.642
12 68 418.3
12 69 320.774
12 70 130.745
12 71 941.146
12 72 762.034
12 73 436.629
12 74 899.006
12 75 708.007
12 76 480.595
12 77 526.099
12 78 715.964
12 79 587.415
12 80 815.845
12 81 828.183
12 82 831.69
12 83 844.936
12 84 365.077
12 85 596.736
12 86 234.574
12 87 492.798
12 88 55.315
12 89 389.002
12 90 447.874
12 91 431.465
12 92 193.315
12 93 858.236
12 94 859.974
12 95 691.715
12 96 844.674
12 97 444.036
12 98 131.933
12 99 168.223
12 100 296.831
13 14 961.168
13 15 909.143
13 16 70.232
13 17 15.366
13 18 895.701
13 19 851.475
13 20 454.935
13 21 722.409
13 22 387.024
13 23 735.342
13 24 268.558
13 25 155.339
13 26 124.984
13 27 673.641
13 28 691.326
13 29 334.789
13 30 137.113
13 31 433.217
13 32 575.351
13 33 724.548
13 34 84.946
13 35 846.006
13 36 981.609
13 37 905.168
13 38 644.465
13 39 333.097
13 40 430.213
13 41 939.858
13 42 208.414
13 43 509.076
13 44 230.595
13 45 629.102
13 46 665.334
13 47 707.49
13 48 727.788
13 49 687.543
13 50 503.088
13 51 390.191
13 52 242.994
13 53 6.604
13 54 587.289
13 55 67.392
13 56 510.871
13 57 615.58
13 58 657.634
13 59 507.423
13 60 825.108
13 61 355.247
13 62 719.523
13 63 660.579
13 64 77.9
13 65 836.959
13 66 730.594
13 67 67.079
13 68 890.932
13 69 509.658
13 70 398.348
13 71 177.909
13 72 72.855
13 73 426.974
13 74 62.678
13 75 764.794
13 76 945.462
13 77 512.227
13 78 689.297
13 79 444.228
13 80 595.966
13 81 726.13
13 82 965.665
13 83 685.442
13 84 405.984
13 85 527.595
13 86 683.421
13 87 928.255
13 88 98.807
13 89 440.435
13 90 634.906
13 91 402.225
13 92 481.184
13 93 126.966
13 94 998.795
13 95 236.901
13 96 682.396
13 97 537.511
13 98 236.422
13 99 279.18
13 100 290.039
14 15 596.801
14 16 876.412
14 17 413.557
14 18 600.497
14 19 350.284
14 20 614.603
14 21 567.677
14 22 149.124
14 23 842.918
14 24 490.084
14 25 839.993
14 26 758.319
14 27 476.088
14 28 391.712
14 29 507.517
14 30 675.308
14 31 280.194
14 32 235.946
14 33 742.269
14 34 213.817
14 35 275.566
14 36 64.978
14 37 230.835
14 38 490.056
14 39 538.461
14 40 834.354
14 41 682.622
14 42 72.991
14 43 972.168
14 44 108.107
14 45 454.202
14 46 314.929
14 47 364.811
14 48 839.98
14 49 460.773
14 50 597.787
14 51 557.651
14 52 672.965
14 53 787.514
14 54 871.282
14 55 513.493
14 56 526.321
14 57 815.428
14 58 98.995
14 59 682.783
14 60 687.502
14 61 827.706
14 62 986.365
14 63 860.616
14 64 598.391
14 65 728.573
14 66 638.353
14 67 764.237
14 68 953.027
14 69 260.246
14 70 285.825
14 71 92.843
14 72 285.426
14 73 717.979
14 74 732.438
14 75 686.893
14 76 454.922
14 77 761.431
14 78 295.404
14 79 407.3
14 80 43.383
14 81 539.9
14 82 46.38
14 83 291.342
14 84 245.144
14 85 895.893
14 86 547.238
14 87 821.864
14 88 255.236
14 89 91.57
14 90 497.349
14 91 690.18
14 92 960.314
14 93 216.498
14 94 271.359
14 95 665.676
14 96 531.283
14 97 707.907
14 98 955.864
14 99 555.713
14 100 311.627
15 16 164.642
15 17 499.794
15 18 878.031
15 19 407.84
15 20 862.215
15 21 542.287
15 22 224.452
15 23 383.349
15 24 372.157
15 25 167.267
15 26 920.283
15 27 246.744
15 28 671.076
15 29 528.923
15 30 199.219
15 31 739.512
15 32 162.804
15 33 608.694
15 34 662.145
15 35 735.255
15 36 785.657
15 37 640.531
15 38 644.642
15 39 920.224
15 40 42.181
15 41 861.29
15 42 886.586
15 43 192.946
15 44 98.21
15 45 550.804
15 46 691.456
15 47 344.957
15 48 210.815
15 49 765.263
15 50 795.135
15 51 659.82
15 52 637.565
15 53 987.089
15 54 532.008
15 55 2.661
15 56 456.869
15 57 659.517
15 58 500.174
15 59 5.193
15 60 276.239
15 61 829.073
15 62 526.746
15 63 363.049
15 64 856.637
15 65 287.951
15 66 329.051
15 67 623.803
15 68 421.53
15 69 807.093
15 70 492.332
15 71 475.507
15 72 676.046
15 73 91.161
15 74 722.162
15 75 339.111
15 76 122.019
15 77 803.425
15 78 619.533
15 79 261.394
15 80 270.554
15 81 716.534
15 82 137.669
15 83 698.794
15 84 763.271
15 85 748.396
15 86 156.524
15 87 618.735
15 88 184.457
15 89 508.957
15 90 541.788
15 91 478.254
15 92 174.33
15 93 730.478
15 94 116.388
15 95 524.129
15 96 50.579
15 97 817.512
15 98 519.493
15 99 978.509
15 100 917.228
16 17 683.185
16 18 377.416
16 19 731.242
16 20 489.579
16 21 492.371
16 22 168.417
16 23 329.301
16 24 398.675
16 25 697.376
16 26 183.406
16 27 668.312
16 28 414.248
16 29 784.508
16 30 199.349
16 31 983.588
16 32 560.769
16 33 511.561
16 34 439.766
16 35 340.449
16 36 526.21
16 37 47.39
16 38 439.937
16 39 24.254
16 40 985.886
16 41 214.989
16 42 215.609
16 43 630.529
16 44 212.82
16 45 831.076
16 46 527.588
16 47 657.198
16 48 994.188
16 49 152.16
16 50 446.057
16 51 596.903
16 52 52.871
16 53 798.725
16 54 417.365
16 55 720.043
16 56 349.318
16 57 216.711
16 58 829.341
16 59 175.69
16 60 513.485
16 61 802.688
16 62 277.489
16 63 571.429
16 64 947.301
16 65 954.335
16 66 928.897
16 67 476.878
16 68 651.015
16 69 604.814
16 70 589.438
16 71 400.12
16 72 729.448
16 73 664.861
16 74 269.472
16 75 690.428
16 76 413.351
16 77 363.747
16 78 248.651
16 79 320.697
16 80 772.651
16 81 93.368
16 82 642.42
16 83 779.369
16 84 533.612
16 85 941.622
16 86 865.022
16 87 71.664
16 88 194.284
16 89 143.282
16 90 802.599
16 91 189.503
16 92 835.654
16 93 5.176
16 94 666.202
16 95 521.543
16 96 48.105
16 97 764.268
16 98 568.482
16 99 933.1
16 100 932.164
17 18 317.834
17 19 385.903
17 20 564.378
17 21 628.354
17 22 461.343
17 23 722.842
17 24 310.799
17 25 125.758
17 26 844.424
17 27 778.993
17 28 21.233
17 29 573.456
17 30 591.963
17 31 512.667
17 32 388.116
17 33 306.69
17 34 656.865
17 35 509.399
17 36 737.891
17 37 752.315
17 38 58.337
17 39 548.647
17 40 317.529
17 41 253.147
17 42 223.47
17 43 860.602
17 44 89.957
17 45 977.42
17 46 421.912
17 47 105.883
17 48 220.59
17 49 337.542
17 50 315.651
17 51 226.147
17 52 274.156
17 53 702.744
17 54 591.885
17 55 222.784
17 56 698.822
17 57 416.032
17 58 707.213
17 59 12.53
17 60 819.432
17 61 714.041
17 62 329.097
17 63 601.364
17 64 330.02
17 65 936.994
17 66 473.855
17 67 344.711
17 68 279.051
17 69 245.148
17 70 546.331
17 71 711.748
17 72 168.542
17 73 835.548
17 74 889.475
17 75 956.604
17 76 134.897
17 77 860.685
17 78 810.621
17 79 682.666
17 80 443.825
17 81 838.443
17 82 134.864
17 83 702.982
17 84 887.978
17 85 370.555
17 86 635.942
17 87 11.76
17 88 64.473
17 89 757.759
17 90 385.81
17 91 245.776
17 92 174.32
17 93 718.845
17 94 389.717
17 95 454.075
17 96 711.756
17 97 599.413
17 98 925.593
17 99 763.374
17 100 54.068
18 19 293.323
18 20 791.514
18 21 138.166
18 22 349.322
18 23 454.251
18 24 837.492
18 25 250.722
18 26 112.59
18 27 416.139
18 28 213.344
18 29 648.995
18 30 512.483
18 31 804.752
18 32 504.478
18 33 14.224
18 34 761.773
18 35 653.728
18 36 775.365
18 37 935.435
18 38 812.126
18 39 21.532
18 40 711.919
18 41 373.044
18 42 342.724
18 43 705.708
18 44 654.181
18 45 817.563
18 46 43.004
18 47 662.636
18 48 347.082
18 49 963.199
18 50 818.871
18 51 115.579
18 52 773.538
18 53 672.165
18 54 468.842
18 55 178.841
18 56 500.021
18 57 836.869
18 58 882.862
18 59 364.821
18 60 712.034
18 61 544.833
18 62 932.639
18 63 406.961
18 64 160.292
18 65 752.288
18 66 56.067
18 67 971.802
18 68 996.004
18 69 242.873
18 70 155.559
18 71 74.139
18 72 718.444
18 73 490.848
18 74 780.671
18 75 994.67
18 76 808.635
18 77 36.592
18 78 630.438
18 79 895.752
18 80 71.522
18 81 940.403
18 82 930.387
18 83 134.654
18 84 478.655
18 85 760.408
18 86 733.683
18 87 78.711
18 88 510.964
18 89 409.36
18 90 504.142
18 91 25.371
18 92 590.84
18 93 519.945
18 94 813.17
18 95 414.558
18 96 833.308
18 97 116.186
18 98 726.786
18 99 345.316
18 100 80.111
19 20 374.339
19 21 695.149
19 22 588.368
19 23 40.483
19 24 493.304
19 25 748.589
19 26 907.767
19 27 932.033
19 28 54.727
19 29 183.935
19 30 271.45
19 31 628.116
19 32 888.399
19 33 749.741
19 34 168.889
19 35 86.516
19 36 249.561
19 37 153.017
19 38 224.247
19 39 300.824
19 40 65.908
19 41 433.453
19 42 119.627
19 43 931.917
19 44 916.495
19 45 263.953
19 46 399.431
19 47 58.929
19 48 697.732
19 49 731.657
19 50 194.607
19 51 808.737
19 52 778.894
19 53 244.671
19 54 234.808
19 55 706.14
19 56 875.125
19 57 703.902
19 58 963.241
19 59 910.526
19 60 217.732
19 61 6.972
19 62 358.421
19 63 752.863
19 64 204.2
19 65 232.061
19 66 238.224
19 67 381.372
19 68 980.686
19 69 733.423
19 70 288.04
19 71 702.702
19 72 99.03
19 73 328.025
19 74 167.429
19 75 817.215
19 76 283.247
19 77 388.064
19 78 131.67
19 79 765.556
19 80 94.542
19 81 431.606
19 82 340.017
19 83 765.137
19 84 100.406
19 85 608.305
19 86 881.45
19 87 553.114
19 88 934.224
19 89 103.237
19 90 283.729
19 91 624.665
19 92 271.172
19 93 410.426
19 94 327.751
19 95 577.967
19 96 681.821
19 97 136.471
19 98 964.194
19 99 546.675
19 100 602.45
20 21 683.876
20 22 737.477
20 23 151.699
20 24 607.635
20 25 846.88
20 26 689.814
20 27 531.685
20 28 762.164
20 29 497.579
20 30 179.364
20 31 490.789
20 32 101.229
20 33 779.16
20 34 402.083
20 35 134.558
20 36 583.138
20 37 596.024
20 38 202.681
20 39 211.509
20 40 365.716
20 41 204.821
20 42 387.473
20 43 958.604
20 44 761.008
20 45 101.972
20 46 947.331
20 47 833.231
20 48 915.077
20 49 619.499
20 50 967.74
20 51 763.678
20 52 758.515
20 53 12.156
20 54 245.349
20 55 277.318
20 56 283.043
20 57 646.25
20 58 405.024
20 59 155.479
